站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58507,20220511225209,7.1,1013.6,25,175,0.0,0.8,10024.4
58519,20220511225209,14.8,1007.6,18,234,2.0,1.4,10105.3
58527,20220511225209,9.8,1002.5,17,93,3.0,1.2,10140.4
58600,20220511225209,22.4,1013.7,11,311,14.2,0.9,10118.1
58606,20220511225209,22.0,1016.0,76,217,10.3,0.7,10282.1
58608,20220511225209,25.5,1017.9,79,313,12.0,0.0,10326.2
58622,20220511225209,29.7,1011.7,83,249,11.2,0.7,10343.6
58626,20220511225209,27.6,1026.4,83,66,14.6,1.2,10337.8
58634,20220511225209,19.4,1004.6,97,160,1.8,0.7,10064.2
58637,20220511225209,14.9,1016.7,44,278,11.8,1.3,10376.2
58705,20220511225209,11.6,1009.9,92,132,8.2,0.1,10011.5
58715,20220511225209,32.7,1017.3,21,351,5.8,0.6,10378.4
58718,20220511225209,34.9,1016.0,80,147,12.3,1.5,10370.4
58806,20220511225209,26.7,1003.3,59,353,7.2,0.9,10040.4
58813,20220511225209,32.3,1011.4,76,340,14.6,1.0,10356.2
59092,20220511225209,18.0,1015.0,78,46,12.4,0.1,10013.7
59102,20220511225209,31.4,1016.5,40,258,14.5,0.2,10317.6
54236,20220511225209,10.4,1010.3,27,101,4.3,0.0,10425.4
54237,20220511225209,8.9,1024.4,71,7,11.5,0.5,10371.6
54243,20220511225209,21.9,1001.2,52,91,11.3,0.8,10211.5
54254,20220511225209,29.1,1002.8,89,119,7.8,1.5,10043.2
54259,20220511225209,29.6,1014.6,48,265,4.1,0.1,10326.7
54324,20220511225209,19.4,1003.6,34,103,0.2,1.2,10224.3
54326,20220511225209,10.9,1026.0,50,229,2.3,1.2,10419.4
54333,20220511225209,22.6,1007.7,92,283,1.0,1.1,10009.4
54334,20220511225209,19.6,1025.8,4,85,0.6,1.1,10310.1
54335,20220511225209,3.7,1020.5,18,267,14.4,1.0,10310.0
54337,20220511225209,20.9,1013.5,53,354,6.6,0.9,10169.1
54339,20220511225209,28.5,1018.5,18,149,3.9,0.4,10473.1
54342,20220511225209,26.6,1015.9,99,280,14.7,1.3,10227.7
54346,20220511225209,5.3,1007.1,17,126,3.9,0.9,10044.1
54349,20220511225209,21.9,1015.0,84,59,5.2,1.1,10445.9
54351,20220511225209,25.4,1009.0,43,251,9.7,1.5,10425.5
54353,20220511225209,24.1,1009.4,45,298,1.0,1.0,10426.0
54365,20220511225209,0.5,1002.8,38,265,0.4,1.3,10117.7
54452,20220511225209,5.6,1017.8,65,248,3.3,1.1,10146.4
54454,20220511225209,34.7,1008.8,7,8,12.8,0.0,10084.5
54455,20220511225209,9.4,1004.4,13,174,8.0,0.4,10090.1
54470,20220511225209,14.1,1004.3,84,351,10.1,1.2,10229.1
54471,20220511225209,13.3,1012.1,41,253,11.9,0.1,10197.8
54472,20220511225209,9.6,1010.6,94,281,9.7,1.1,10383.6
54476,20220511225209,8.7,1025.4,74,353,1.0,0.1,10119.1
54486,20220511225209,27.0,1006.5,24,112,10.0,1.1,10424.4
54493,20220511225209,15.9,1022.4,54,291,0.5,0.9,10440.5
54497,20220511225209,2.9,1018.0,50,222,10.9,1.5,10004.3
54563,20220511225209,16.4,1004.4,78,303,4.4,0.6,10202.2
54579,20220511225209,15.6,1023.4,8,317,13.7,0.7,10482.8
54584,20220511225209,10.5,1008.0,18,101,6.9,1.4,10373.7
54660,20220511225209,11.5,1008.1,69,205,11.8,0.5,10096.2
54662,20220511225209,4.5,1021.7,17,155,0.7,0.5,10216.7
50425,20220511225209,32.5,1004.6,60,29,13.5,0.3,10000.7
50434,20220511225209,18.9,1006.2,41,322,4.4,1.3,10303.1
50514,20220511225209,31.7,1004.0,60,232,9.6,1.5,10193.8
50527,20220511225209,5.9,1014.1,39,96,6.1,0.6,10045.3
50548,20220511225209,1.1,1025.4,7,21,9.5,0.2,10492.5
50603,20220511225209,31.3,1022.2,90,59,9.1,0.5,10334.2
50618,20220511225209,12.1,1008.1,77,240,11.8,1.1,10394.8
50632,20220511225209,23.6,1024.9,96,233,11.3,0.9,10426.0
50639,20220511225209,15.6,1020.9,17,264,13.8,1.1,10385.2
50727,20220511225209,15.1,1001.1,48,21,3.0,0.4,10463.4
50834,20220511225209,26.6,1022.7,55,180,5.4,0.2,10174.7
50838,20220511225209,24.1,1014.0,58,109,8.4,1.2,10105.4
50915,20220511225209,32.1,1013.2,56,295,7.6,1.1,10232.4
50924,20220511225209,15.3,1002.6,37,313,3.7,1.2,10401.8
52267,20220511225209,24.1,1003.7,55,30,4.0,1.2,10138.9
52495,20220511225209,13.7,1004.1,16,160,11.1,1.2,10426.9
52576,20220511225209,28.9,1015.2,88,69,11.4,0.2,10500.0
53068,20220511225209,24.9,1002.6,49,330,6.2,0.8,10075.1
53083,20220511225209,32.6,1011.2,90,61,4.7,0.7,10407.3
53149,20220511225209,2.5,1002.1,15,277,4.9,0.5,10263.7
53192,20220511225209,28.1,1021.4,72,181,13.1,0.6,10387.2
53195,20220511225209,10.8,1001.3,40,60,12.1,1.1,10266.4
53276,20220511225209,10.0,1015.0,66,147,0.0,0.2,10001.5
53336,20220511225209,11.3,1021.7,74,28,10.8,1.1,10218.0
53352,20220511225209,30.5,1011.1,35,1,12.5,0.9,10249.0
53362,20220511225209,26.6,1004.3,98,95,7.1,0.8,10328.5
53367,20220511225209,18.1,1016.2,99,299,10.2,0.4,10447.7
53391,20220511225209,2.7,1002.0,81,291,12.4,0.5,10401.9
53446,20220511225209,21.8,1020.6,17,343,6.7,1.5,10205.5
53463,20220511225209,1.9,1020.5,52,274,7.8,0.0,10492.4
53480,20220511225209,17.4,1017.1,59,137,6.3,0.0,10344.0
53502,20220511225209,34.2,1010.9,49,80,14.7,1.2,10103.5
53513,20220511225209,27.4,1015.2,16,106,13.3,1.1,10354.6
53529,20220511225209,7.6,1024.6,19,39,9.9,0.1,10470.9
53543,20220511225209,33.4,1009.9,65,93,0.5,0.2,10293.6
53547,20220511225209,6.2,1005.7,60,285,10.7,0.7,10081.3
53602,20220511225209,8.9,1009.4,82,37,12.6,0.4,10297.9
54012,20220511225209,0.3,1022.3,38,25,7.0,1.1,10162.5
54026,20220511225209,3.2,1023.1,71,240,4.5,1.4,10240.0
54027,20220511225209,19.7,1014.5,17,50,9.5,1.5,10127.1
54102,20220511225209,2.3,1001.3,14,148,2.4,0.6,10486.0
54115,20220511225209,15.4,1023.1,74,245,7.9,0.2,10080.4
54134,20220511225209,0.6,1002.2,47,272,9.5,0.9,10204.7
54135,20220511225209,14.0,1021.0,11,92,1.6,0.2,10313.6
54208,20220511225209,22.9,1004.2,70,117,8.7,1.0,10031.4
54213,20220511225209,13.2,1021.0,15,194,2.8,1.1,10148.9
54218,20220511225209,13.5,1019.1,62,31,1.8,0.4,10264.5
54226,20220511225209,20.3,1007.4,62,305,8.4,1.5,10409.3
53519,20220511225209,33.8,1006.5,60,135,5.4,0.1,10476.2
53612,20220511225209,1.2,1020.3,62,72,9.6,0.8,10165.6
53614,20220511225209,17.0,1022.0,47,186,1.9,0.0,10168.2
53615,20220511225209,9.1,1011.8,35,23,4.9,1.1,10166.6
53704,20220511225209,19.0,1024.0,59,338,12.0,0.9,10356.7
53705,20220511225209,21.0,1022.3,91,157,6.4,0.3,10342.8
53723,20220511225209,7.7,1017.4,90,200,14.7,1.1,10194.1
53806,20220511225209,3.1,1014.7,26,203,11.7,1.5,10129.5
53810,20220511225209,4.9,1003.8,20,22,12.8,0.1,10335.2
53817,20220511225209,21.1,1019.1,98,257,4.7,0.7,10466.9
53903,20220511225209,27.1,1015.1,18,285,7.0,1.4,10377.9
53910,20220511225209,6.1,1010.7,45,173,4.7,1.3,10441.3
51886,20220511225209,30.2,1002.2,100,53,9.2,1.4,10451.6
52602,20220511225209,18.9,1001.5,80,4,4.4,0.4,10321.3
52633,20220511225209,0.4,1011.1,49,194,10.9,0.9,10446.1
52645,20220511225209,31.1,1006.0,49,67,12.3,0.5,10451.3
52657,20220511225209,7.1,1015.9,74,146,4.9,0.5,10116.3
52707,20220511225209,8.4,1026.3,11,264,3.9,1.3,10046.1
52713,20220511225209,15.9,1021.0,95,316,13.8,0.6,10311.2
52737,20220511225209,27.7,1022.0,14,66,8.7,0.9,10153.5
52754,20220511225209,25.5,1024.3,11,342,2.5,0.7,10259.3
52765,20220511225209,23.0,1009.8,93,357,10.2,0.3,10349.7
52818,20220511225209,10.3,1017.1,75,208,1.6,1.2,10156.9
52825,20220511225209,30.2,1016.3,91,93,2.5,1.5,10143.6
52833,20220511225209,15.4,1024.3,10,75,7.7,1.1,10176.5
52836,20220511225209,17.5,1009.5,31,160,11.5,0.3,10298.6
52842,20220511225209,10.4,1001.5,84,162,7.8,0.6,10103.1
52856,20220511225209,7.2,1022.5,51,113,14.3,0.0,10211.9
52866,20220511225209,10.3,1009.5,44,355,11.6,0.4,10092.8
52868,20220511225209,1.7,1018.4,72,39,7.9,0.2,10038.2
52876,20220511225209,18.9,1008.4,29,186,6.1,0.0,10109.6
52908,20220511225209,5.3,1016.9,76,98,10.4,0.5,10387.3
52943,20220511225209,13.7,1024.3,4,310,6.3,1.0,10224.6
52955,20220511225209,24.8,1018.0,68,4,2.4,0.7,10461.9
52974,20220511225209,10.4,1026.3,7,132,2.4,1.5,10451.8
56004,20220511225209,20.8,1008.4,99,178,12.3,0.1,10292.6
56018,20220511225209,25.8,1019.6,62,339,1.9,1.2,10430.4
56021,20220511225209,26.3,1020.4,8,96,1.6,1.1,10191.8
56029,20220511225209,5.9,1020.1,69,188,1.1,0.2,10147.5
56033,20220511225209,31.4,1003.1,71,322,1.2,0.9,10176.0
56034,20220511225209,13.0,1001.4,70,227,4.7,1.0,10202.1
56043,20220511225209,9.3,1013.8,97,193,6.4,1.2,10466.9
56046,20220511225209,1.5,1009.6,62,92,9.7,1.3,10459.4
56065,20220511225209,7.9,1005.9,74,285,6.7,1.5,10135.2
56067,20220511225209,22.4,1020.4,20,327,6.1,1.3,10266.6
56125,20220511225209,33.0,1023.6,82,107,7.0,0.9,10258.9
56151,20220511225209,12.5,1015.0,50,147,6.6,0.2,10172.7
54715,20220511225209,30.8,1009.7,13,225,4.8,0.9,10262.0
54725,20220511225209,18.4,1016.5,42,307,4.7,0.1,10228.2
54727,20220511225209,0.3,1013.7,50,216,2.5,1.4,10471.6
54744,20220511225209,20.9,1003.2,76,342,14.7,0.4,10499.5
54751,20220511225209,17.0,1025.4,42,143,3.1,0.1,10391.5
54753,20220511225209,13.1,1026.2,32,88,7.4,0.5,10156.9
54764,20220511225209,14.6,1010.1,12,311,9.0,1.2,10306.7
54774,20220511225209,34.0,1007.0,96,53,10.9,1.1,10036.0
54776,20220511225209,24.2,1000.9,97,34,14.0,1.3,10225.7
54808,20220511225209,11.5,1026.1,20,84,14.0,0.2,10047.3
54823,20220511225209,12.6,1016.5,50,110,6.3,0.0,10122.0
54826,20220511225209,25.2,1010.9,23,51,6.9,0.1,10128.9
54836,20220511225209,22.1,1014.7,32,59,14.4,0.7,10052.0
54842,20220511225209,14.3,1000.9,76,320,1.7,0.2,10216.5
54843,20220511225209,29.0,1008.2,70,335,7.4,1.0,10337.3
54857,20220511225209,28.0,1005.0,40,35,5.5,0.1,10435.2
54863,20220511225209,6.8,1005.3,51,137,7.7,0.1,10190.6
54909,20220511225209,7.8,1016.8,14,310,8.4,0.9,10116.4
54916,20220511225209,12.2,1023.5,87,221,3.2,0.4,10115.4
54929,20220511225209,30.9,1011.9,7,319,5.7,0.5,10417.1
54936,20220511225209,19.9,1013.1,14,310,4.6,0.7,10019.5
54945,20220511225209,25.0,1017.9,96,149,1.4,0.5,10213.1
58034,20220511225209,26.6,1013.8,82,161,13.5,0.3,10163.8
53478,20220511225209,28.2,1000.3,4,319,10.0,1.3,10279.3
53487,20220511225209,19.9,1017.2,77,351,2.0,0.9,10436.0
53490,20220511225209,18.9,1021.5,62,61,0.6,0.0,10119.8
53564,20220511225209,17.0,1023.2,54,148,1.7,0.6,10002.2
53578,20220511225209,3.6,1014.6,37,343,8.1,0.0,10356.9
53579,20220511225209,8.3,1009.3,85,30,6.2,1.2,10489.1
53588,20220511225209,21.4,1023.7,28,358,0.9,0.8,10214.6
53594,20220511225209,32.7,1011.9,87,245,11.2,0.4,10134.8
53663,20220511225209,10.6,1014.3,79,214,13.6,0.3,10285.8
53664,20220511225209,17.0,1017.7,12,53,1.2,1.5,10498.7
53673,20220511225209,17.1,1001.6,10,187,10.8,1.2,10454.0
53687,20220511225209,30.3,1015.6,51,34,2.1,0.4,10103.5
53764,20220511225209,13.7,1002.0,77,36,10.9,0.6,10021.3
53772,20220511225209,6.9,1012.1,61,237,13.0,0.4,10114.0
53775,20220511225209,3.5,1005.4,68,278,12.7,0.8,10110.1
53787,20220511225209,4.6,1006.0,84,194,9.1,0.9,10090.3
53853,20220511225209,7.7,1009.4,60,41,5.4,1.1,10477.7
53859,20220511225209,16.0,1021.2,74,273,11.5,0.9,10027.9
53863,20220511225209,16.2,1004.9,2,269,13.1,0.8,10210.7
53868,20220511225209,27.6,1025.9,85,186,1.6,0.0,10443.7
53877,20220511225209,25.8,1003.5,42,174,2.9,1.2,10198.0
53882,20220511225209,11.7,1009.0,98,239,3.4,1.4,10146.9
53884,20220511225209,17.0,1014.0,44,357,7.1,0.0,10392.9
53959,20220511225209,23.5,1004.2,46,303,1.8,0.2,10428.7
53963,20220511225209,25.3,1001.0,62,223,10.5,0.6,10100.7
53968,20220511225209,29.4,1024.9,98,121,0.1,0.2,10396.3
53975,20220511225209,9.2,1014.1,86,26,3.1,0.8,10334.5
57052,20220511225209,17.8,1012.6,23,349,9.5,0.0,10359.5
53646,20220511225209,28.2,1024.5,34,139,10.0,1.0,10226.0
53651,20220511225209,9.5,1007.8,65,234,6.2,1.3,10231.7
53725,20220511225209,21.6,1015.0,89,180,13.1,1.3,10301.4
53735,20220511225209,20.8,1009.3,23,8,3.1,0.1,10101.4
53738,20220511225209,1.0,1016.3,2,74,6.5,1.4,10126.1
53740,20220511225209,0.9,1023.3,90,174,13.6,0.1,10461.5
53754,20220511225209,26.8,1013.9,37,5,12.9,0.8,10377.1
53845,20220511225209,33.0,1011.9,4,106,0.2,0.6,10435.9
53854,20220511225209,14.3,1016.8,25,295,13.8,0.9,10475.2
53929,20220511225209,31.7,1000.5,4,90,14.5,0.8,10135.6
53942,20220511225209,1.4,1007.7,66,73,7.1,1.4,10277.3
53948,20220511225209,22.8,1016.0,68,144,8.0,0.6,10227.2
53955,20220511225209,20.6,1010.0,37,70,7.3,0.4,10118.7
57003,20220511225209,31.0,1007.1,48,166,14.8,1.4,10071.2
57025,20220511225209,12.2,1015.7,34,26,14.9,0.2,10416.4
57028,20220511225209,9.5,1008.1,10,314,13.7,0.8,10253.1
57030,20220511225209,6.8,1019.3,81,65,0.1,0.0,10221.0
57034,20220511225209,2.9,1023.2,66,338,1.5,0.4,10321.9
57037,20220511225209,20.5,1025.0,94,336,6.4,1.0,10197.1
57046,20220511225209,25.6,1007.3,94,117,8.5,1.4,10068.3
57048,20220511225209,6.7,1013.2,2,295,13.2,1.3,10434.1
57049,20220511225209,19.9,1003.4,81,110,12.6,0.6,10128.6
57106,20220511225209,9.1,1011.0,57,206,12.5,0.1,10128.4
57124,20220511225209,28.2,1001.9,49,34,5.8,1.3,10242.3
57127,20220511225209,10.5,1013.4,55,161,8.1,1.5,10222.9
57131,20220511225209,8.9,1005.3,69,61,4.0,0.9,10417.0
57134,20220511225209,7.7,1008.7,12,322,0.7,0.4,10112.2
57140,20220511225209,7.7,1004.9,36,134,4.9,1.5,10357.2
57143,20220511225209,33.9,1015.2,25,46,7.8,0.7,10458.1
57144,20220511225209,5.5,1010.3,96,88,2.9,0.7,10489.8
57154,20220511225209,0.9,1010.9,42,129,6.3,0.4,10467.2
57211,20220511225209,17.3,1007.7,73,16,14.4,1.1,10135.4
57232,20220511225209,11.8,1002.5,16,232,6.9,0.8,10119.4
57238,20220511225209,24.4,1025.5,38,90,1.5,0.4,10266.0
57245,20220511225209,26.0,1003.2,20,285,1.4,0.8,10114.5
57343,20220511225209,15.5,1015.7,59,20,9.1,0.6,10360.7
58362,20220511225209,5.2,1018.7,92,330,8.0,0.2,10039.5
56038,20220511225209,3.0,1018.0,45,139,7.5,1.3,10084.2
56079,20220511225209,0.7,1007.2,52,247,1.7,0.7,10282.6
56144,20220511225209,33.7,1008.0,13,220,10.2,0.6,10339.8
56146,20220511225209,8.4,1004.8,22,53,14.2,0.0,10337.9
56152,20220511225209,29.4,1020.8,51,334,7.3,0.3,10266.1
56167,20220511225209,15.0,1004.5,40,254,14.8,0.6,10232.0
56172,20220511225209,4.5,1012.8,39,128,10.1,0.6,10301.3
56173,20220511225209,7.4,1014.0,74,291,13.0,0.3,10480.6
56178,20220511225209,17.3,1017.4,54,187,3.4,1.1,10428.1
56182,20220511225209,9.1,1025.2,51,203,3.3,0.1,10118.3
56187,20220511225209,31.7,1012.7,91,0,9.7,0.9,10248.1
56188,20220511225209,30.0,1023.5,61,4,11.2,1.0,10191.2
56196,20220511225209,23.6,1018.8,93,327,4.4,0.1,10223.7
56247,20220511225209,3.1,1003.1,40,59,5.5,0.5,10085.9
56251,20220511225209,7.3,1016.1,12,163,6.5,0.5,10214.1
56257,20220511225209,13.2,1000.9,28,143,12.2,0.8,10286.8
56287,20220511225209,26.7,1015.6,75,169,5.9,0.3,10067.6
56357,20220511225209,33.4,1002.4,15,302,6.7,0.5,10005.6
56374,20220511225209,23.7,1022.9,28,263,2.7,1.4,10284.3
56385,20220511225209,27.0,1018.2,15,277,12.8,0.2,10119.1
56386,20220511225209,30.4,1007.2,40,147,0.8,0.9,10005.5
56459,20220511225209,29.8,1013.7,65,290,9.9,1.4,10282.3
56462,20220511225209,30.4,1004.3,79,71,7.9,1.0,10400.1
56475,20220511225209,7.1,1002.3,47,71,9.0,0.8,10353.2
56479,20220511225209,27.7,1022.4,33,183,13.8,1.5,10393.0
56485,20220511225209,15.0,1005.5,79,347,11.9,0.2,10492.9
56492,20220511225209,28.7,1009.5,96,257,5.3,0.9,10040.6
56565,20220511225209,31.0,1022.3,36,352,8.2,0.9,10290.2
56571,20220511225209,20.6,1014.9,9,247,0.0,0.4,10113.3
56666,20220511225209,19.1,1003.4,34,89,9.9,0.8,10399.6
56671,20220511225209,27.3,1008.9,100,129,12.7,1.0,10470.7
57206,20220511225209,7.0,1014.6,59,207,10.7,1.0,10371.9
57237,20220511225209,20.5,1025.2,60,67,2.3,0.3,10286.5
57306,20220511225209,14.5,1026.2,39,19,12.3,1.1,10366.7
57313,20220511225209,16.9,1021.5,70,155,9.2,0.4,10495.9
57314,20220511225209,3.4,1011.9,15,23,13.6,0.0,10417.6
57328,20220511225209,20.2,1022.3,35,236,9.8,0.5,10452.7
57405,20220511225209,6.7,1003.0,71,309,7.0,0.4,10424.3
57411,20220511225209,34.3,1016.2,30,108,11.9,1.4,10010.7
57503,20220511225209,20.5,1019.4,52,122,3.3,0.9,10298.8
57604,20220511225209,5.2,1007.9,62,36,6.0,1.5,10473.3
57608,20220511225209,32.3,1003.9,9,181,0.1,1.0,10029.6
54525,20220511225209,22.7,1000.4,100,137,12.3,0.0,10198.0
54527,20220511225209,13.1,1004.1,53,236,5.0,1.5,10172.3
54623,20220511225209,15.8,1006.0,77,335,10.9,0.9,10043.1
55228,20220511225209,31.0,1024.0,25,199,2.4,1.2,10251.4
55248,20220511225209,5.2,1018.2,93,89,0.3,1.1,10462.2
55279,20220511225209,29.1,1024.9,56,279,0.7,1.1,10347.3
55294,20220511225209,18.0,1020.5,66,320,3.0,1.0,10422.3
55299,20220511225209,27.8,1019.8,20,353,1.8,0.7,10293.1
55437,20220511225209,0.7,1005.9,54,22,4.3,0.5,10133.6
55472,20220511225209,7.1,1011.6,42,83,6.7,0.0,10498.0
55493,20220511225209,16.1,1022.3,70,341,11.5,1.5,10419.9
55569,20220511225209,34.4,1020.6,22,298,6.4,0.8,10321.0
55578,20220511225209,27.0,1013.2,97,259,1.6,0.1,10150.0
55585,20220511225209,5.9,1024.2,77,346,8.8,0.9,10306.2
55591,20220511225209,24.8,1015.3,77,101,6.8,1.4,10424.6
55598,20220511225209,2.1,1008.0,88,320,11.6,0.4,10077.0
55655,20220511225209,15.7,1010.5,75,67,8.7,0.2,10419.2
55664,20220511225209,20.2,1005.5,53,305,6.9,0.1,10124.9
55680,20220511225209,3.4,1021.3,6,64,6.4,1.0,10239.1
55681,20220511225209,8.7,1007.2,60,98,11.7,1.4,10059.9
55690,20220511225209,32.4,1005.7,74,157,5.9,1.2,10283.0
55696,20220511225209,11.7,1007.8,89,272,14.0,0.0,10143.3
55773,20220511225209,3.5,1008.1,94,328,2.0,0.6,10362.1
56106,20220511225209,24.6,1017.2,82,88,1.6,0.4,10198.4
56116,20220511225209,22.3,1008.6,90,320,9.8,1.0,10198.5
56137,20220511225209,26.3,1004.0,28,56,3.1,0.7,10486.9
56202,20220511225209,2.5,1024.2,31,5,8.1,1.5,10485.4
56223,20220511225209,28.5,1010.4,91,349,10.8,1.1,10490.4
56227,20220511225209,33.3,1013.4,97,212,0.5,0.5,10181.1
56312,20220511225209,10.4,1006.9,24,214,6.2,1.0,10076.1
56331,20220511225209,0.4,1014.9,85,218,7.8,0.2,10469.4
56434,20220511225209,25.0,1025.7,62,94,6.8,1.1,10221.0
51053,20220511225209,26.7,1003.2,14,285,8.6,0.1,10234.3
51059,20220511225209,23.8,1010.3,52,178,9.9,1.0,10343.2
51060,20220511225209,17.4,1008.0,37,358,4.9,0.8,10309.5
51068,20220511225209,10.4,1024.5,37,31,3.4,1.3,10332.1
51076,20220511225209,27.0,1015.8,62,331,12.1,1.0,10342.7
51087,20220511225209,27.1,1011.2,7,103,8.7,0.9,10358.4
51133,20220511225209,34.0,1002.0,15,2,11.5,0.2,10223.6
51156,20220511225209,15.6,1025.1,94,306,6.9,0.2,10391.1
51186,20220511225209,3.4,1009.4,47,78,7.8,1.5,10380.8
51232,20220511225209,23.6,1010.2,78,300,12.6,0.4,10039.1
51238,20220511225209,31.0,1014.3,66,84,3.1,1.5,10311.7
51241,20220511225209,18.5,1024.6,71,333,1.4,0.8,10203.5
51243,20220511225209,13.7,1020.8,53,179,7.7,0.6,10111.8
51288,20220511225209,15.2,1006.0,39,136,9.7,1.1,10136.5
51330,20220511225209,3.5,1011.8,33,129,4.9,1.3,10162.4
51334,20220511225209,32.3,1023.8,4,38,2.1,1.0,10306.3
51346,20220511225209,14.9,1020.2,55,141,4.2,0.2,10308.3
51358,20220511225209,0.2,1006.7,10,207,1.9,1.1,10137.3
51365,20220511225209,2.9,1007.1,5,242,7.0,0.5,10081.1
51367,20220511225209,18.3,1008.0,82,153,2.5,0.5,10203.3
51379,20220511225209,1.6,1018.6,76,202,10.5,1.3,10040.7
51431,20220511225209,34.9,1021.5,16,18,9.7,0.0,10256.3
51433,20220511225209,30.2,1020.0,34,14,4.1,1.3,10201.5
51437,20220511225209,29.8,1025.5,14,274,12.3,0.6,10268.3
51463,20220511225209,2.8,1012.6,72,315,4.4,0.6,10070.1
51467,20220511225209,14.7,1019.4,85,280,11.9,1.1,10217.2
51469,20220511225209,4.8,1005.2,69,204,0.4,1.3,10060.9
51470,20220511225209,20.7,1011.5,49,119,7.7,0.9,10177.1
51477,20220511225209,21.8,1017.2,86,319,14.1,0.8,10393.8
51495,20220511225209,7.1,1006.9,76,57,8.3,1.1,10326.6
51526,20220511225209,11.3,1007.7,61,89,4.1,0.9,10389.8
51542,20220511225209,26.7,1009.9,26,22,8.1,0.5,10170.4
51567,20220511225209,23.1,1015.8,100,89,4.7,1.2,10257.5
51573,20220511225209,6.2,1005.0,7,6,9.4,0.9,10328.2
51581,20220511225209,27.6,1022.4,5,200,10.8,1.3,10341.7
51628,20220511225209,3.8,1016.6,9,186,3.2,0.1,10359.0
51633,20220511225209,9.3,1017.5,43,333,4.8,0.5,10340.1
51639,20220511225209,25.1,1000.0,96,314,11.7,0.9,10079.7
51642,20220511225209,20.2,1023.0,76,299,13.1,1.5,10178.1
51644,20220511225209,26.1,1010.1,26,261,9.4,1.3,10238.4
51655,20220511225209,1.6,1018.3,30,181,7.8,1.5,10345.8
51656,20220511225209,32.4,1013.0,1,34,9.2,1.5,10156.0
51701,20220511225209,1.5,1026.4,21,323,8.6,0.3,10223.3
51704,20220511225209,16.0,1009.6,87,149,12.3,1.5,10423.9
51705,20220511225209,12.1,1022.2,92,216,1.5,0.4,10158.6
51709,20220511225209,21.2,1019.7,56,264,1.4,0.0,10377.2
51711,20220511225209,17.0,1016.3,59,219,0.2,0.2,10225.8
51716,20220511225209,11.2,1024.0,58,208,5.4,1.5,10468.6
51720,20220511225209,21.6,1016.6,21,56,0.3,0.3,10160.3
51730,20220511225209,0.8,1012.0,35,247,3.5,1.4,10092.3
51747,20220511225209,28.9,1011.3,43,178,5.3,0.8,10337.3
51765,20220511225209,20.4,1001.1,21,226,0.8,0.9,10322.8
51777,20220511225209,11.9,1001.7,25,119,13.0,0.0,10442.8
51804,20220511225209,22.7,1012.3,34,145,14.5,0.7,10416.3
51810,20220511225209,17.4,1012.4,16,50,0.9,0.1,10181.8
51811,20220511225209,5.8,1017.7,19,343,14.5,0.6,10209.7
51818,20220511225209,17.7,1002.9,29,126,9.3,0.4,10304.2
51828,20220511225209,34.9,1009.8,98,207,5.8,0.6,10366.4
51839,20220511225209,22.6,1003.0,37,346,6.1,0.8,10121.9
51855,20220511225209,33.9,1022.0,10,208,12.7,1.1,10073.2
51931,20220511225209,1.8,1018.7,85,358,13.8,0.4,10244.6
52101,20220511225209,22.8,1008.5,54,244,12.1,1.5,10015.6
52112,20220511225209,16.4,1014.3,29,345,3.3,0.5,10012.9
52118,20220511225209,15.9,1011.8,93,30,13.8,0.9,10434.3
52203,20220511225209,6.3,1002.0,74,162,14.9,0.5,10178.4
52313,20220511225209,32.3,1025.1,69,180,4.6,0.6,10391.8
56444,20220511225209,9.8,1018.0,42,189,5.8,0.1,10365.4
56533,20220511225209,16.5,1017.3,11,261,1.3,1.1,10135.4
56543,20220511225209,14.0,1010.6,26,12,3.9,1.4,10383.8
56548,20220511225209,23.6,1009.6,40,108,8.7,0.3,10236.4
56586,20220511225209,3.3,1004.1,78,255,10.6,0.6,10360.6
56643,20220511225209,9.3,1010.7,92,31,13.2,0.5,10461.2
56651,20220511225209,15.5,1001.6,68,140,6.5,0.8,10068.7
56664,20220511225209,0.8,1002.7,91,44,10.3,1.3,10046.7
56684,20220511225209,0.9,1004.1,74,159,12.2,0.2,10335.2
56739,20220511225209,30.8,1013.6,44,138,1.5,1.4,10201.4
56748,20220511225209,3.9,1025.7,14,113,9.6,0.4,10197.6
56751,20220511225209,15.0,1010.2,70,167,1.6,0.4,10495.8
56763,20220511225209,19.4,1016.6,89,354,8.4,0.5,10121.3
56768,20220511225209,15.6,1000.3,33,158,13.6,1.1,10223.5
56778,20220511225209,28.3,1018.6,98,89,10.0,0.6,10346.1
56786,20220511225209,20.9,1006.7,41,161,1.6,1.3,10247.4
56838,20220511225209,25.4,1026.1,45,203,1.5,0.8,10419.4
56856,20220511225209,27.3,1026.0,64,58,6.0,1.5,10446.5
56872,20220511225209,20.9,1002.7,37,78,8.3,0.1,10442.2
56875,20220511225209,26.3,1012.5,95,184,13.9,1.0,10472.3
56886,20220511225209,16.7,1014.7,27,239,6.9,1.4,10449.1
56946,20220511225209,12.4,1015.1,14,17,5.3,0.8,10436.0
56950,20220511225209,29.1,1001.1,45,93,14.8,1.3,10176.7
56951,20220511225209,29.3,1023.3,64,70,11.6,0.5,10279.9
56954,20220511225209,33.0,1011.8,53,343,9.2,1.1,10354.1
