站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58507,20210520052030,4.2,1018.9,59,75,13.1,0.0,10104.4
58519,20210520052030,12.7,1012.6,37,338,2.0,0.7,10294.1
58527,20210520052030,23.4,1023.9,61,145,7.5,0.3,10252.4
58600,20210520052030,23.9,1003.9,70,356,1.9,0.1,10291.0
58606,20210520052030,25.8,1019.1,70,255,5.3,1.1,10403.8
58608,20210520052030,19.9,1000.3,80,198,0.6,0.0,10023.7
58622,20210520052030,17.9,1018.0,62,34,4.7,1.3,10057.5
58626,20210520052030,20.7,1003.1,29,77,0.7,1.0,10403.7
58634,20210520052030,32.6,1025.4,55,197,9.3,0.3,10274.4
58637,20210520052030,18.2,1016.7,55,82,4.6,0.2,10421.1
58705,20210520052030,32.9,1005.7,82,131,1.9,0.6,10301.3
58715,20210520052030,30.0,1009.0,77,120,1.8,1.3,10494.8
58718,20210520052030,29.8,1024.7,68,163,1.6,1.3,10081.6
58806,20210520052030,32.0,1014.4,85,97,14.7,0.3,10453.9
58813,20210520052030,9.5,1006.0,5,19,2.7,0.5,10448.9
59092,20210520052030,0.4,1001.4,40,105,9.6,0.4,10166.8
59102,20210520052030,33.2,1022.5,88,252,13.4,0.7,10497.7
54236,20210520052030,13.3,1002.6,9,4,12.3,1.3,10479.4
54237,20210520052030,12.0,1015.4,66,357,10.9,1.3,10426.4
54243,20210520052030,8.9,1022.8,52,316,8.9,1.0,10201.7
54254,20210520052030,2.3,1019.5,60,254,3.7,1.4,10229.2
54259,20210520052030,23.5,1015.8,48,306,13.2,1.1,10018.7
54324,20210520052030,31.0,1016.0,16,187,8.4,0.4,10364.7
54326,20210520052030,15.8,1011.8,65,65,11.1,1.5,10139.9
54333,20210520052030,27.3,1006.5,24,340,12.2,1.0,10196.5
54334,20210520052030,25.3,1018.3,94,263,13.8,0.8,10408.9
54335,20210520052030,34.9,1000.6,4,119,9.8,0.3,10384.7
54337,20210520052030,23.4,1012.6,55,210,5.5,1.1,10333.3
54339,20210520052030,12.8,1020.1,91,141,4.6,1.3,10316.0
54342,20210520052030,33.1,1003.0,8,141,3.5,0.1,10289.8
54346,20210520052030,34.1,1003.1,79,16,8.9,0.5,10373.8
54349,20210520052030,33.5,1007.2,87,63,0.4,0.4,10198.6
54351,20210520052030,4.5,1006.1,22,261,4.8,1.5,10129.0
54353,20210520052030,2.5,1025.7,16,203,2.7,1.5,10101.3
54365,20210520052030,28.2,1017.1,62,317,6.7,1.1,10280.3
54452,20210520052030,19.7,1024.4,14,217,12.7,0.7,10248.2
54454,20210520052030,21.0,1002.4,26,354,0.1,1.5,10379.8
54455,20210520052030,20.0,1011.5,31,315,13.7,0.5,10210.4
54470,20210520052030,9.3,1025.7,8,150,4.8,0.4,10411.7
54471,20210520052030,18.9,1023.6,6,197,8.6,0.6,10180.1
54472,20210520052030,31.3,1016.9,99,298,1.1,0.7,10440.6
54476,20210520052030,27.4,1021.9,20,105,3.5,0.5,10422.5
54486,20210520052030,15.5,1010.4,24,193,2.3,1.1,10418.9
54493,20210520052030,30.0,1021.1,96,82,1.5,1.3,10105.4
54497,20210520052030,16.5,1003.1,98,208,9.1,0.3,10178.8
54563,20210520052030,2.5,1021.2,63,38,14.7,0.9,10399.8
54579,20210520052030,6.8,1016.0,96,158,8.6,1.5,10115.5
54584,20210520052030,23.2,1000.7,76,181,10.5,0.2,10329.0
54660,20210520052030,25.5,1018.3,95,175,4.7,0.3,10432.2
54662,20210520052030,5.2,1007.5,14,14,1.3,0.7,10370.6
50425,20210520052030,16.6,1000.9,48,304,9.4,0.6,10223.8
50434,20210520052030,33.0,1020.5,55,11,1.7,0.5,10084.4
50514,20210520052030,28.9,1025.8,49,137,12.9,0.7,10035.2
50527,20210520052030,8.1,1009.5,69,358,13.1,0.2,10105.6
50548,20210520052030,11.5,1000.7,77,108,11.8,1.1,10181.3
50603,20210520052030,19.8,1026.2,7,76,3.3,0.0,10448.0
50618,20210520052030,33.9,1020.0,14,7,5.1,0.9,10198.1
50632,20210520052030,7.3,1005.8,99,190,10.1,0.2,10281.6
50639,20210520052030,2.5,1016.0,41,30,6.0,0.0,10212.4
50727,20210520052030,31.9,1021.6,43,203,5.8,0.8,10008.2
50834,20210520052030,16.7,1025.0,80,66,11.0,0.8,10190.4
50838,20210520052030,12.6,1004.1,3,55,11.6,0.4,10399.5
50915,20210520052030,32.5,1001.6,86,321,7.3,0.1,10327.9
50924,20210520052030,23.2,1012.0,22,282,3.6,0.7,10161.1
52267,20210520052030,8.1,1014.6,49,12,8.1,1.2,10297.6
52495,20210520052030,32.1,1006.2,17,187,7.8,1.0,10329.3
52576,20210520052030,8.5,1011.8,61,14,4.4,0.9,10035.7
53068,20210520052030,0.3,1026.3,48,11,7.0,0.1,10475.8
53083,20210520052030,2.3,1023.6,75,66,0.2,1.4,10027.0
53149,20210520052030,34.7,1025.9,90,289,2.9,0.5,10026.9
53192,20210520052030,30.0,1011.0,91,286,9.8,1.4,10344.2
53195,20210520052030,0.8,1016.3,38,102,12.3,1.2,10185.1
53276,20210520052030,3.1,1000.2,83,232,9.4,0.0,10264.1
53336,20210520052030,10.6,1023.7,58,344,13.9,1.4,10125.7
53352,20210520052030,33.3,1016.3,50,237,3.0,0.3,10467.9
53362,20210520052030,32.5,1020.7,58,45,14.0,0.6,10345.1
53367,20210520052030,17.6,1004.7,5,36,4.2,1.0,10496.4
53391,20210520052030,19.1,1003.1,20,36,13.1,0.8,10126.2
53446,20210520052030,22.8,1007.1,34,10,8.1,0.2,10264.4
53463,20210520052030,0.7,1020.4,4,53,11.8,0.4,10086.1
53480,20210520052030,3.6,1013.8,11,311,4.3,1.0,10244.2
53502,20210520052030,8.5,1019.7,41,355,0.3,0.0,10206.8
53513,20210520052030,30.3,1016.8,85,306,11.5,0.9,10442.0
53529,20210520052030,11.2,1020.4,17,180,13.0,1.5,10497.1
53543,20210520052030,29.9,1000.4,29,108,14.2,0.2,10119.6
53547,20210520052030,1.4,1010.6,11,232,6.3,0.7,10303.8
53602,20210520052030,13.4,1022.1,60,185,0.1,1.5,10464.5
54012,20210520052030,22.8,1018.4,13,215,6.8,0.4,10290.4
54026,20210520052030,22.6,1004.7,86,280,13.6,0.1,10159.4
54027,20210520052030,22.4,1020.8,88,194,0.9,1.4,10464.5
54102,20210520052030,23.3,1019.1,87,266,6.4,0.9,10175.3
54115,20210520052030,3.6,1006.7,68,346,10.6,0.8,10148.9
54134,20210520052030,14.9,1018.0,81,267,1.2,0.9,10368.0
54135,20210520052030,17.5,1013.5,37,119,8.3,0.0,10080.9
54208,20210520052030,26.8,1013.3,84,150,2.9,0.1,10471.8
54213,20210520052030,27.7,1018.1,20,194,0.8,1.1,10166.8
54218,20210520052030,23.6,1023.9,54,304,7.9,0.2,10372.8
54226,20210520052030,32.4,1025.8,52,344,3.6,0.8,10113.3
53519,20210520052030,20.9,1016.8,21,144,14.6,0.4,10118.6
53612,20210520052030,0.2,1000.2,3,304,9.4,1.0,10395.1
53614,20210520052030,7.6,1024.1,40,141,3.0,1.2,10023.0
53615,20210520052030,0.5,1023.7,42,327,13.8,0.0,10361.9
53704,20210520052030,23.4,1017.9,80,315,10.4,0.0,10117.5
53705,20210520052030,9.4,1019.3,99,87,3.5,0.1,10372.4
53723,20210520052030,20.8,1023.7,91,148,8.8,0.1,10417.1
53806,20210520052030,19.7,1018.7,28,263,11.0,0.0,10022.8
53810,20210520052030,12.2,1013.9,96,174,10.1,1.4,10130.9
53817,20210520052030,10.0,1009.3,34,328,8.6,0.0,10199.9
53903,20210520052030,10.2,1023.2,40,317,11.4,0.1,10145.8
53910,20210520052030,22.0,1024.9,56,244,4.1,0.2,10388.2
51886,20210520052030,25.6,1018.1,99,241,2.0,0.1,10164.0
52602,20210520052030,21.8,1017.7,50,101,10.0,1.4,10064.5
52633,20210520052030,26.0,1004.1,77,45,10.3,1.1,10353.0
52645,20210520052030,10.9,1005.3,69,111,6.2,0.7,10474.1
52657,20210520052030,11.0,1009.6,4,337,1.7,0.9,10030.4
52707,20210520052030,4.4,1008.9,39,353,12.3,0.3,10457.0
52713,20210520052030,20.0,1000.7,84,26,8.8,0.7,10029.0
52737,20210520052030,18.9,1003.2,7,251,7.7,1.4,10459.0
52754,20210520052030,5.6,1006.6,31,236,1.2,1.3,10413.8
52765,20210520052030,4.7,1019.9,17,118,4.0,0.3,10114.6
52818,20210520052030,2.2,1024.4,78,310,6.6,0.0,10005.2
52825,20210520052030,29.0,1014.2,41,9,10.1,0.2,10140.4
52833,20210520052030,14.2,1005.7,48,160,12.3,0.6,10031.6
52836,20210520052030,2.1,1018.3,27,284,10.2,1.0,10097.7
52842,20210520052030,17.9,1006.9,19,57,14.6,0.0,10326.1
52856,20210520052030,21.8,1005.8,58,29,8.2,0.9,10336.6
52866,20210520052030,10.2,1026.1,84,54,11.8,1.0,10146.3
52868,20210520052030,9.5,1015.5,56,69,7.4,0.5,10418.6
52876,20210520052030,24.3,1016.0,82,243,2.7,0.7,10031.3
52908,20210520052030,9.5,1016.2,33,205,0.6,0.5,10111.4
52943,20210520052030,9.1,1024.1,78,84,13.9,0.4,10145.5
52955,20210520052030,17.9,1013.8,25,281,5.3,0.3,10451.8
52974,20210520052030,31.7,1009.9,78,138,14.0,0.6,10049.0
56004,20210520052030,15.6,1026.4,66,62,0.7,0.6,10409.6
56018,20210520052030,27.5,1000.1,35,85,13.2,0.8,10020.8
56021,20210520052030,22.6,1015.9,20,341,6.7,1.2,10470.0
56029,20210520052030,27.8,1009.7,18,262,4.2,0.6,10235.1
56033,20210520052030,12.3,1011.1,46,333,6.8,1.5,10356.6
56034,20210520052030,9.1,1004.6,75,132,5.2,0.5,10175.0
56043,20210520052030,16.5,1003.0,80,200,4.9,1.4,10175.4
56046,20210520052030,21.7,1022.9,29,304,12.2,0.9,10025.7
56065,20210520052030,1.4,1017.4,60,218,10.0,1.2,10137.3
56067,20210520052030,8.8,1013.2,47,197,12.8,0.0,10459.9
56125,20210520052030,0.5,1004.8,92,260,11.0,0.6,10272.8
56151,20210520052030,32.3,1011.0,27,81,1.5,1.4,10167.2
54715,20210520052030,11.0,1022.1,24,331,14.5,1.4,10198.7
54725,20210520052030,24.4,1021.9,53,330,10.6,0.6,10486.6
54727,20210520052030,12.2,1002.4,62,280,10.8,1.2,10068.1
54744,20210520052030,14.1,1017.4,73,122,4.5,1.0,10356.7
54751,20210520052030,14.8,1012.9,93,159,10.8,1.2,10444.8
54753,20210520052030,4.7,1000.0,4,3,9.1,1.1,10160.3
54764,20210520052030,3.6,1023.4,95,275,3.3,0.7,10092.4
54774,20210520052030,13.6,1019.0,48,186,13.6,1.5,10181.1
54776,20210520052030,30.4,1002.2,65,83,7.6,0.4,10138.9
54808,20210520052030,7.6,1006.9,97,250,7.7,0.3,10433.7
54823,20210520052030,26.4,1011.5,72,156,12.1,0.1,10172.5
54826,20210520052030,33.0,1005.5,11,122,13.5,0.9,10390.8
54836,20210520052030,16.7,1016.6,18,265,0.3,0.1,10155.5
54842,20210520052030,17.3,1017.1,48,16,1.8,0.3,10183.6
54843,20210520052030,2.3,1011.2,56,233,10.9,0.3,10289.3
54857,20210520052030,9.0,1016.6,38,220,2.3,0.8,10462.0
54863,20210520052030,15.8,1005.7,12,182,13.8,1.2,10192.4
54909,20210520052030,31.5,1026.0,92,3,10.6,1.0,10005.9
54916,20210520052030,3.2,1002.9,2,1,3.3,0.4,10105.5
54929,20210520052030,1.0,1005.2,70,215,13.6,0.6,10005.1
54936,20210520052030,2.7,1022.6,59,220,11.4,0.5,10490.0
54945,20210520052030,6.1,1007.8,46,296,11.8,0.4,10237.9
58034,20210520052030,28.8,1001.2,15,33,1.3,0.3,10347.0
53478,20210520052030,34.9,1020.7,14,60,11.7,0.6,10401.1
53487,20210520052030,34.6,1006.3,84,164,4.9,0.9,10118.3
53490,20210520052030,12.7,1015.9,91,70,6.9,1.1,10201.0
53564,20210520052030,14.2,1004.9,90,134,10.3,1.5,10036.0
53578,20210520052030,11.3,1019.2,46,102,0.1,0.7,10328.3
53579,20210520052030,16.6,1010.3,23,123,3.6,1.4,10215.1
53588,20210520052030,0.9,1006.4,77,233,11.6,1.1,10141.9
53594,20210520052030,8.9,1016.9,42,275,13.0,1.4,10252.1
53663,20210520052030,27.5,1010.2,61,161,11.1,0.1,10110.0
53664,20210520052030,12.2,1002.6,19,81,6.2,0.0,10357.7
53673,20210520052030,17.4,1025.3,46,318,5.0,1.3,10334.0
53687,20210520052030,9.5,1017.0,68,193,4.7,0.5,10238.5
53764,20210520052030,29.1,1017.6,70,43,12.9,1.3,10055.2
53772,20210520052030,0.9,1006.7,81,345,0.5,0.6,10215.8
53775,20210520052030,33.8,1000.2,45,270,14.3,1.3,10249.1
53787,20210520052030,30.7,1001.9,5,231,5.5,1.2,10392.9
53853,20210520052030,24.3,1019.3,46,271,7.4,0.2,10206.7
53859,20210520052030,13.2,1017.8,12,158,13.7,1.1,10286.1
53863,20210520052030,24.2,1014.3,43,284,8.5,1.0,10062.3
53868,20210520052030,4.6,1002.6,47,263,9.6,0.3,10231.0
53877,20210520052030,29.5,1003.0,4,95,0.8,0.4,10138.9
53882,20210520052030,0.5,1013.6,34,82,11.6,0.0,10379.2
53884,20210520052030,14.6,1014.4,96,252,3.4,1.0,10149.0
53959,20210520052030,29.1,1013.8,3,32,6.0,0.8,10422.5
53963,20210520052030,16.5,1024.1,63,179,7.8,1.3,10081.4
53968,20210520052030,31.4,1002.7,53,183,13.5,0.9,10328.9
53975,20210520052030,14.8,1018.8,6,339,7.4,0.8,10046.9
57052,20210520052030,19.2,1019.7,32,340,12.3,0.1,10072.7
53646,20210520052030,22.3,1002.1,60,233,13.7,0.1,10250.9
53651,20210520052030,28.8,1012.0,19,114,5.7,0.6,10395.7
53725,20210520052030,3.1,1024.5,43,197,14.5,1.1,10177.0
53735,20210520052030,28.6,1023.7,73,350,9.6,0.7,10374.2
53738,20210520052030,24.9,1008.9,47,184,12.5,0.2,10486.3
53740,20210520052030,6.5,1019.6,2,72,2.4,0.3,10003.2
53754,20210520052030,7.5,1001.2,17,176,0.2,1.5,10484.7
53845,20210520052030,7.2,1001.5,35,329,11.4,1.4,10494.3
53854,20210520052030,17.8,1025.3,63,130,0.4,0.9,10118.3
53929,20210520052030,15.7,1017.9,37,106,0.0,1.0,10416.9
53942,20210520052030,17.1,1012.9,70,218,0.3,0.2,10158.2
53948,20210520052030,10.2,1018.4,61,85,6.1,1.4,10288.4
53955,20210520052030,29.9,1017.1,79,79,1.9,0.9,10285.0
57003,20210520052030,2.1,1020.9,9,257,2.3,0.9,10232.0
57025,20210520052030,21.9,1013.0,87,92,4.6,0.3,10250.6
57028,20210520052030,5.3,1005.5,97,137,14.4,0.0,10356.2
57030,20210520052030,20.9,1025.1,94,164,6.2,1.1,10493.0
57034,20210520052030,30.8,1003.4,97,68,7.0,0.1,10493.7
57037,20210520052030,11.4,1019.4,74,199,4.1,0.7,10131.5
57046,20210520052030,27.9,1026.1,86,69,6.2,0.1,10066.4
57048,20210520052030,24.6,1020.2,66,336,4.8,0.2,10152.9
57049,20210520052030,23.5,1009.2,76,327,9.8,1.2,10034.2
57106,20210520052030,28.6,1005.6,25,292,8.5,0.9,10419.4
57124,20210520052030,26.7,1009.3,7,265,7.5,1.5,10215.6
57127,20210520052030,17.7,1012.5,7,297,11.9,0.3,10495.4
57131,20210520052030,18.0,1011.7,67,262,11.4,1.4,10060.2
57134,20210520052030,14.6,1022.8,89,351,10.1,0.9,10179.7
57140,20210520052030,31.2,1015.9,32,154,2.3,1.4,10428.0
57143,20210520052030,33.3,1002.8,87,249,10.8,0.0,10102.1
57144,20210520052030,4.7,1011.1,53,109,14.8,0.3,10444.5
57154,20210520052030,23.9,1008.0,14,68,13.5,0.1,10140.2
57211,20210520052030,20.1,1020.5,9,144,3.5,0.7,10112.1
57232,20210520052030,13.9,1014.6,22,238,6.5,0.0,10214.1
57238,20210520052030,29.3,1016.7,38,123,1.8,0.6,10112.6
57245,20210520052030,29.5,1012.3,36,172,3.0,0.4,10222.1
57343,20210520052030,0.1,1005.6,74,175,2.6,0.5,10233.9
58362,20210520052030,25.0,1005.7,22,261,10.4,1.4,10426.7
56038,20210520052030,8.0,1023.4,31,94,10.7,0.4,10220.4
56079,20210520052030,34.8,1022.0,54,194,2.5,1.3,10274.3
56144,20210520052030,32.3,1012.1,40,234,9.7,0.4,10103.9
56146,20210520052030,31.4,1011.5,13,229,7.0,0.9,10445.4
56152,20210520052030,5.2,1023.4,43,357,8.4,0.1,10335.9
56167,20210520052030,12.6,1000.6,94,240,0.3,1.4,10125.1
56172,20210520052030,12.5,1021.4,46,7,13.1,0.8,10361.0
56173,20210520052030,7.0,1001.2,43,148,14.4,1.0,10000.3
56178,20210520052030,16.6,1017.6,10,20,12.0,0.3,10160.4
56182,20210520052030,28.0,1015.1,82,109,1.9,0.2,10350.9
56187,20210520052030,33.5,1003.9,89,154,1.6,0.1,10380.6
56188,20210520052030,16.5,1004.3,55,269,1.7,0.4,10161.0
56196,20210520052030,13.1,1008.7,89,98,14.3,0.1,10140.8
56247,20210520052030,13.6,1011.2,9,92,8.1,0.5,10285.2
56251,20210520052030,20.6,1004.7,97,227,14.3,0.8,10281.7
56257,20210520052030,12.0,1009.5,76,148,14.0,0.9,10135.2
56287,20210520052030,6.1,1025.8,81,280,8.0,0.0,10268.6
56357,20210520052030,6.9,1011.4,70,194,7.3,0.1,10089.8
56374,20210520052030,4.4,1009.0,93,89,8.7,0.8,10375.1
56385,20210520052030,19.7,1020.5,70,120,14.5,0.0,10239.9
56386,20210520052030,18.3,1004.6,91,314,5.4,0.2,10155.8
56459,20210520052030,9.0,1018.0,18,42,0.9,0.6,10138.5
56462,20210520052030,4.5,1019.2,76,71,8.7,1.1,10071.5
56475,20210520052030,22.2,1000.0,89,246,8.5,0.6,10301.9
56479,20210520052030,12.3,1012.4,100,79,8.0,0.9,10021.9
56485,20210520052030,20.3,1019.7,32,141,10.2,0.0,10403.3
56492,20210520052030,21.8,1008.8,45,171,0.5,1.5,10220.4
56565,20210520052030,23.9,1020.5,96,108,0.0,1.5,10430.1
56571,20210520052030,27.2,1013.6,78,179,4.6,0.4,10119.8
56666,20210520052030,18.3,1007.0,4,133,8.2,0.7,10071.9
56671,20210520052030,30.2,1001.0,74,250,2.4,1.3,10284.8
57206,20210520052030,27.3,1001.5,97,286,8.3,0.3,10087.2
57237,20210520052030,31.8,1015.4,26,33,11.8,0.7,10268.8
57306,20210520052030,22.2,1013.1,36,304,10.1,1.0,10464.0
57313,20210520052030,33.7,1007.2,96,172,11.3,0.9,10409.8
57314,20210520052030,19.2,1000.5,29,202,8.3,0.4,10457.4
57328,20210520052030,16.0,1020.2,48,271,14.3,0.0,10278.2
57405,20210520052030,9.3,1005.7,22,349,0.9,0.4,10052.2
57411,20210520052030,28.8,1020.6,84,120,12.4,0.3,10264.7
57503,20210520052030,0.7,1008.2,99,80,4.2,1.4,10302.2
57604,20210520052030,11.9,1025.2,4,351,6.9,1.4,10439.2
57608,20210520052030,6.0,1007.6,72,196,0.4,1.2,10086.1
54525,20210520052030,22.1,1013.3,81,77,14.7,1.1,10208.4
54527,20210520052030,28.4,1001.9,2,64,4.6,0.4,10175.2
54623,20210520052030,19.2,1017.6,99,138,3.1,0.5,10276.4
55228,20210520052030,1.6,1018.7,58,65,8.4,0.8,10436.3
55248,20210520052030,32.5,1000.1,1,33,2.1,0.0,10450.5
55279,20210520052030,9.4,1018.0,61,243,4.2,1.3,10079.9
55294,20210520052030,30.8,1000.5,4,273,14.4,1.4,10435.7
55299,20210520052030,29.8,1010.7,15,215,1.5,0.7,10112.5
55437,20210520052030,3.9,1020.4,36,337,12.2,1.5,10317.6
55472,20210520052030,18.7,1000.7,25,326,6.4,0.4,10214.9
55493,20210520052030,0.5,1007.5,22,89,11.5,0.1,10460.1
55569,20210520052030,8.5,1018.4,87,104,13.6,0.4,10107.4
55578,20210520052030,13.7,1021.1,6,354,2.3,0.0,10292.0
55585,20210520052030,26.9,1000.2,34,33,9.6,1.4,10340.0
55591,20210520052030,21.7,1006.4,75,221,14.4,0.7,10002.8
55598,20210520052030,30.0,1001.2,5,151,10.1,1.5,10292.4
55655,20210520052030,22.1,1022.6,21,43,1.5,0.9,10181.1
55664,20210520052030,3.5,1018.2,42,25,4.6,1.5,10477.0
55680,20210520052030,14.0,1009.7,44,166,3.1,0.5,10297.6
55681,20210520052030,25.2,1014.9,50,172,3.7,0.2,10453.8
55690,20210520052030,25.9,1014.7,24,30,4.0,0.3,10237.6
55696,20210520052030,9.7,1010.0,77,85,3.9,0.9,10132.1
55773,20210520052030,17.8,1003.6,15,91,3.3,0.5,10029.1
56106,20210520052030,6.9,1021.8,18,337,14.2,1.5,10334.7
56116,20210520052030,15.3,1008.3,5,24,7.2,1.2,10102.3
56137,20210520052030,33.1,1023.8,33,130,14.4,0.8,10277.5
56202,20210520052030,11.4,1001.8,51,111,7.6,0.8,10135.4
56223,20210520052030,16.8,1025.0,93,181,10.3,0.2,10034.4
56227,20210520052030,11.8,1003.4,20,161,10.2,0.3,10003.2
56312,20210520052030,32.7,1012.5,61,98,7.9,0.8,10217.8
56331,20210520052030,34.3,1018.5,77,68,3.3,1.0,10483.0
56434,20210520052030,13.7,1008.0,87,53,7.0,0.2,10126.6
51053,20210520052030,23.8,1008.0,85,14,1.9,0.3,10244.9
51059,20210520052030,3.8,1004.1,62,347,8.6,0.1,10026.6
51060,20210520052030,30.0,1007.2,47,200,12.4,0.6,10097.8
51068,20210520052030,9.5,1024.8,33,251,14.8,0.6,10433.7
51076,20210520052030,13.5,1007.4,52,76,8.9,1.1,10237.9
51087,20210520052030,18.2,1004.8,79,274,7.4,0.3,10379.1
51133,20210520052030,6.8,1003.4,73,18,3.3,0.6,10199.8
51156,20210520052030,23.3,1020.0,72,157,4.8,0.8,10106.6
51186,20210520052030,4.3,1007.4,38,286,2.5,0.4,10363.7
51232,20210520052030,23.8,1000.7,86,328,2.0,0.7,10039.9
51238,20210520052030,22.1,1009.1,49,209,2.0,0.4,10342.0
51241,20210520052030,29.2,1023.8,10,316,13.8,0.5,10178.8
51243,20210520052030,10.0,1016.6,27,96,11.5,0.3,10310.9
51288,20210520052030,24.9,1008.3,18,8,13.2,0.7,10168.9
51330,20210520052030,1.2,1026.0,3,89,2.7,1.1,10037.6
51334,20210520052030,14.7,1021.5,98,347,11.8,0.3,10336.3
51346,20210520052030,22.1,1010.9,62,328,3.5,1.1,10259.6
51358,20210520052030,31.3,1004.2,40,155,10.7,0.0,10417.4
51365,20210520052030,2.0,1011.3,92,264,3.6,1.4,10227.7
51367,20210520052030,2.8,1018.7,5,326,7.4,0.2,10221.9
51379,20210520052030,14.3,1021.0,50,13,6.1,0.2,10386.2
51431,20210520052030,24.0,1005.2,39,58,5.1,1.3,10173.3
51433,20210520052030,7.1,1021.1,50,180,5.1,1.3,10255.9
51437,20210520052030,4.6,1011.4,91,306,8.8,1.1,10283.2
51463,20210520052030,2.4,1012.6,48,167,6.8,1.2,10115.7
51467,20210520052030,31.2,1020.4,68,217,5.8,0.1,10171.2
51469,20210520052030,19.1,1024.5,74,80,7.3,1.1,10349.1
51470,20210520052030,27.1,1021.8,18,46,0.9,0.7,10168.7
51477,20210520052030,0.4,1017.1,46,251,10.9,0.4,10270.8
51495,20210520052030,33.3,1022.0,85,96,5.4,1.1,10138.4
51526,20210520052030,32.6,1016.3,62,236,14.5,1.4,10087.8
51542,20210520052030,3.2,1016.4,70,275,2.9,0.2,10321.9
51567,20210520052030,5.4,1011.8,86,299,0.4,1.1,10191.3
51573,20210520052030,22.2,1006.7,23,13,7.2,1.0,10004.4
51581,20210520052030,23.5,1012.4,36,13,11.7,0.4,10377.4
51628,20210520052030,14.9,1026.0,19,181,4.6,0.0,10089.5
51633,20210520052030,5.0,1018.3,90,338,12.8,1.1,10277.5
51639,20210520052030,20.2,1009.5,62,269,3.7,1.5,10030.3
51642,20210520052030,20.4,1019.6,45,302,10.0,0.0,10439.2
51644,20210520052030,25.3,1007.7,58,292,11.7,0.3,10094.3
51655,20210520052030,13.8,1004.7,95,186,9.8,1.2,10300.9
51656,20210520052030,15.8,1005.3,27,171,7.5,1.5,10342.0
51701,20210520052030,10.1,1001.2,56,296,1.3,0.3,10292.4
51704,20210520052030,26.1,1017.6,7,45,11.6,0.7,10292.9
51705,20210520052030,15.5,1009.8,36,291,1.2,0.6,10189.0
51709,20210520052030,14.7,1011.5,15,351,13.5,1.2,10249.1
51711,20210520052030,9.9,1018.5,68,344,0.4,0.6,10143.6
51716,20210520052030,28.3,1008.3,73,175,10.7,0.2,10455.5
51720,20210520052030,11.8,1024.6,91,28,8.9,0.1,10404.4
51730,20210520052030,18.2,1022.9,62,256,7.9,0.7,10205.0
51747,20210520052030,1.0,1010.8,14,64,5.0,0.4,10088.9
51765,20210520052030,33.7,1006.1,3,116,3.2,0.2,10341.5
51777,20210520052030,0.5,1012.4,85,166,0.2,1.4,10151.4
51804,20210520052030,29.8,1008.7,39,335,6.1,0.0,10288.4
51810,20210520052030,17.4,1009.7,71,227,4.7,1.5,10176.5
51811,20210520052030,10.1,1002.8,82,286,7.4,1.5,10347.7
51818,20210520052030,4.9,1026.1,47,27,11.7,0.7,10371.5
51828,20210520052030,34.5,1013.0,41,263,0.9,0.6,10280.6
51839,20210520052030,24.5,1015.0,22,174,6.0,1.1,10029.0
51855,20210520052030,29.3,1001.9,54,197,9.7,1.0,10318.9
51931,20210520052030,28.9,1009.1,98,240,13.2,0.4,10369.4
52101,20210520052030,21.7,1013.5,46,92,13.2,0.1,10281.5
52112,20210520052030,10.3,1011.5,95,123,14.8,0.7,10146.2
52118,20210520052030,0.1,1001.3,51,157,4.4,0.0,10055.5
52203,20210520052030,4.2,1013.4,90,34,1.8,0.3,10015.8
52313,20210520052030,3.4,1005.8,27,294,10.8,1.1,10308.3
56444,20210520052030,2.8,1010.3,63,104,2.5,0.8,10330.3
56533,20210520052030,35.0,1002.7,29,133,4.0,1.5,10461.7
56543,20210520052030,1.8,1009.4,78,157,3.3,0.3,10016.6
56548,20210520052030,34.9,1002.8,91,276,9.1,0.0,10285.9
56586,20210520052030,11.0,1026.1,90,273,14.9,1.1,10400.6
56643,20210520052030,14.5,1008.1,30,340,3.8,0.2,10132.1
56651,20210520052030,22.4,1006.6,38,357,3.2,1.0,10353.6
56664,20210520052030,24.9,1009.8,92,311,9.3,1.3,10487.1
56684,20210520052030,0.7,1024.7,90,135,4.3,1.0,10416.9
56739,20210520052030,27.7,1020.4,12,60,4.2,0.0,10347.6
56748,20210520052030,16.8,1017.2,59,32,4.3,1.5,10493.8
56751,20210520052030,25.8,1001.9,77,245,4.9,0.3,10151.0
56763,20210520052030,18.5,1013.6,44,147,5.3,0.4,10200.0
56768,20210520052030,20.8,1021.3,49,161,9.4,0.7,10489.6
56778,20210520052030,35.0,1023.6,39,120,0.6,0.0,10017.6
56786,20210520052030,1.9,1019.6,66,177,11.0,0.6,10495.2
56838,20210520052030,24.3,1016.1,91,84,1.4,0.9,10064.7
56856,20210520052030,30.8,1014.9,52,58,13.2,1.5,10161.5
56872,20210520052030,25.7,1017.0,78,326,6.3,1.5,10392.6
56875,20210520052030,26.1,1015.1,71,261,5.9,1.1,10025.3
56886,20210520052030,8.5,1023.4,25,291,4.1,0.6,10218.2
56946,20210520052030,2.9,1015.9,72,167,11.8,0.2,10400.8
56950,20210520052030,9.2,1022.8,9,50,13.5,1.3,10396.4
56951,20210520052030,20.6,1008.0,35,260,6.4,1.2,10432.0
56954,20210520052030,31.2,1019.4,44,45,6.9,1.1,10425.8
